"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"2823","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,65.875,"SSP1-2.6","SST",0.001159388,0,0.278073912,0.732699048,0.966495335,0.205094997,0.504152423,0.153344016,0.069483451,0.015032011,0.282544133,0.002312052,0.252983087,0.345529821,0.457271693,0.373037817,0.092342912,0.130104561,0.362563586,0.425425825,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2824","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,65.875,"SSP1-2.6","SST",0.001244671,0,0.160643446,0.705432488,0.966495335,0.205094997,0.504152423,0.157603726,0.069483451,0.015032011,0.253189516,0.003041274,0.216830151,0.3343559,0.45833662,0.371885269,0.085186563,0.11567352,0.352034678,0.442447256,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2825","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,65.875,"SSP1-2.6","SST",0.001271211,0,0.138101268,0.67059118,0.966495335,0.205094997,0.504152423,0.157882255,0.069483451,0.015032011,0.255944254,0.004138194,0.202490915,0.31872445,0.458406252,0.371810208,0.086149478,0.116749828,0.349223128,0.44639305,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2826","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.875,65.875,"SSP1-2.6","SST",0.001299727,0,0.107299648,0.628828919,0.966495335,0.205094997,0.504152423,0.158281223,0.069483451,0.015032011,0.247128339,0.007167703,0.184357073,0.300549824,0.458505994,0.371702755,0.084702876,0.111772678,0.343868305,0.44912408,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2827","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.625,65.875,"SSP1-2.6","SST",0.001354715,0,0.085093894,0.595897042,0.966495335,0.205094997,0.504152423,0.166926012,0.069483451,0.015032011,0.237913378,0.008339008,0.170586413,0.286319864,0.460667192,0.369393243,0.082691962,0.107042645,0.338994903,0.454080159,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2828","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.125,65.625,"SSP1-2.6","SST",0.002667628,0,0.996512221,0.374589749,0.966495335,0.205094997,0.504152423,0.218132871,0.069483451,0.015032011,0.412708437,0.003390867,0.3434424,0.469592191,0.473468906,0.356481689,0.125153692,0.193855511,0.393423029,0.45977975,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","High","Low","Moderate","High","Low","Moderate"
"2829","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,65.625,"SSP1-2.6","SST",0.002976485,0,0.993024443,0.427404015,0.966495335,0.205094997,0.504152423,0.223848379,0.069483451,0.015032011,0.375668861,0.006804008,0.355851236,0.469844012,0.474897783,0.355125956,0.116747083,0.174840664,0.392167418,0.447403345,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2830","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,65.625,"SSP1-2.6","SST",0.003167308,0,0.251928994,0.524779658,0.966495335,0.205094997,0.504152423,0.228994635,0.069483451,0.015032011,0.38080736,0.007619624,0.19496899,0.249546463,0.476184347,0.35392055,0.118235611,0.177207577,0.345317746,0.443563839,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2831","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.375,65.625,"SSP1-2.6","SST",0.003278384,0,0.078237986,0.56455715,0.966495335,0.205094997,0.504152423,0.225535245,0.069483451,0.015032011,0.372082528,0.01308959,0.16151838,0.271111267,0.4753195,0.354729237,0.117421895,0.171774125,0.346355025,0.48600501,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2832","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.125,65.625,"SSP1-2.6","SST",0.003129305,0,0.078237986,0.560793849,0.966495335,0.205094997,0.504152423,0.221733291,0.069483451,0.015032011,0.355283049,0.017020996,0.160540285,0.269275561,0.474369011,0.355625586,0.114204877,0.162684413,0.344298385,0.480565479,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2833","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.875,65.625,"SSP1-2.6","SST",0.002757278,0,0.126818291,0.522007884,0.966495335,0.205094997,0.504152423,0.213483467,0.069483451,0.015032011,0.348560942,0.014486149,0.162895863,0.246605261,0.472306555,0.357597594,0.111890638,0.1598754,0.341271179,0.459795398,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2834","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.625,65.625,"SSP1-2.6","SST",0.002402758,0,0.425708687,0.479170446,0.966495335,0.205094997,0.504152423,0.201220005,0.069483451,0.015032011,0.346926215,0.004999289,0.226820473,0.26143697,0.46924069,0.360596287,0.109110242,0.161055398,0.351254761,0.421052856,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2835","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.375,65.625,"SSP1-2.6","SST",0.002178988,0,0.890646207,0.427660302,0.966495335,0.205094997,0.504152423,0.193177517,0.069483451,0.015032011,0.343848382,0.002016706,0.330121374,0.424353729,0.467230068,0.362605692,0.107595138,0.160190339,0.385720859,0.436501212,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2836","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.375,65.625,"SSP1-2.6","SST",0.001152146,0,0.996512221,0.486925709,0.966495335,0.205094997,0.504152423,0.152203266,0.069483451,0.015032011,0.404253367,0.010604517,0.371147519,0.475791501,0.456986505,0.373347928,0.124843336,0.188187599,0.406415307,0.430720531,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","High","Low","Moderate","High","Low","Moderate"
"2837","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.125,65.625,"SSP1-2.6","SST",0.001132035,0,0.996512221,0.559399212,0.966495335,0.205094997,0.504152423,0.152134746,0.069483451,0.015032011,0.402527067,0.002105185,0.389260867,0.483000786,0.456969375,0.373366575,0.122286928,0.189094343,0.412721027,0.432549058,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","High","Low","Moderate","High","Low","Moderate"
"2838","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.875,65.625,"SSP1-2.6","SST",0.001113503,0,0.996512221,0.565753867,0.966495335,0.205094997,0.504152423,0.152212325,0.069483451,0.015032011,0.352760066,0.0033186,0.390844898,0.483761769,0.45698877,0.373345463,0.110148532,0.164290183,0.408341977,0.423083686,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2839","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.375,65.625,"SSP1-2.6","SST",0.001199,0,0.467699654,0.554080344,0.966495335,0.205094997,0.504152423,0.152626979,0.069483451,0.015032011,0.314329776,0.002510862,0.255744749,0.296719803,0.457092433,0.373232671,0.100339025,0.145592747,0.36251946,0.40752234,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2840","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.125,65.625,"SSP1-2.6","SST",0.001191187,0,0.532591801,0.61788503,0.966495335,0.205094997,0.504152423,0.152899418,0.069483451,0.015032011,0.294445123,0.001980915,0.287917005,0.333592841,0.457160543,0.373158607,0.095235375,0.135986101,0.370373624,0.402929769,"Low","Low","Moderate","High","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2841","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.875,65.625,"SSP1-2.6","SST",0.001167396,0,0.219360231,0.704257321,0.966495335,0.205094997,0.504152423,0.15737412,0.069483451,0.015032011,0.307540022,0.003152225,0.231196237,0.331809106,0.458279219,0.371947174,0.098801927,0.14212369,0.360448974,0.440015514,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2842","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,65.625,"SSP1-2.6","SST",0.00126827,0,0.186556592,0.703564835,0.966495335,0.205094997,0.504152423,0.16161022,0.069483451,0.015032011,0.280227519,0.003940902,0.222847424,0.332247172,0.459338244,0.370809129,0.092170971,0.128601391,0.355550129,0.441867727,"Low","Low","Low","Critical","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2843","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,65.625,"SSP1-2.6","SST",0.001397161,0,0.160895531,0.670212052,0.966495335,0.205094997,0.504152423,0.165757442,0.069483451,0.015032011,0.253189516,0.005072978,0.208126186,0.317178962,0.460375049,0.369703323,0.085694489,0.115196058,0.348121424,0.439841004,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2844","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,65.625,"SSP1-2.6","SST",0.001449964,0,0.147840827,0.627381525,0.966495335,0.205094997,0.504152423,0.166128102,0.069483451,0.015032011,0.264147652,0.010344126,0.194168079,0.297019427,0.460467714,0.369604896,0.08975181,0.119322175,0.344988356,0.438580836,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2845","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.875,65.625,"SSP1-2.6","SST",0.001470577,0,0.129239065,0.600127437,0.966495335,0.205094997,0.504152423,0.166570657,0.069483451,0.015032011,0.25320966,0.009536925,0.18270927,0.284796495,0.460578353,0.369487466,0.086815512,0.114181528,0.341361604,0.440672216,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2846","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.625,65.625,"SSP1-2.6","SST",0.001475635,0,0.096105188,0.585598843,0.966495335,0.205094997,0.504152423,0.171055128,0.069483451,0.015032011,0.25320966,0.007542848,0.170794916,0.280167078,0.461699471,0.368302913,0.086316992,0.114634848,0.340409474,0.454299311,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2847","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,65.375,"SSP1-2.6","SST",0.002719472,0,0.993024443,0.4244769,0.966495335,0.205094997,0.504152423,0.212215465,0.069483451,0.015032011,0.392235301,0.002543186,0.355055204,0.469761921,0.471989555,0.357903944,0.119823487,0.183918676,0.395435071,0.451588169,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2848","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,65.375,"SSP1-2.6","SST",0.002929778,0,0.526099988,0.519318425,0.966495335,0.205094997,0.504152423,0.217454264,0.069483451,0.015032011,0.371826593,0.003797269,0.262087048,0.300955659,0.473299255,0.356643835,0.115034831,0.173581198,0.362809761,0.429420507,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2849","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.375,65.375,"SSP1-2.6","SST",0.003040831,0,0.233768487,0.584447954,0.966495335,0.205094997,0.504152423,0.213878607,0.069483451,0.015032011,0.356830686,0.007266764,0.205314318,0.275451439,0.47240534,0.357502304,0.112153228,0.165450365,0.349568741,0.444862322,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2850","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.125,65.375,"SSP1-2.6","SST",0.002936572,0,0.094790309,0.585885004,0.966495335,0.205094997,0.504152423,0.214038643,0.069483451,0.015032011,0.354960465,0.008186671,0.170902971,0.28013316,0.472445349,0.357463734,0.11191565,0.16433443,0.347922258,0.480284418,"Low","Low","Low","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2851","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.875,65.375,"SSP1-2.6","SST",0.002697316,0,0.078237986,0.556637584,0.966495335,0.205094997,0.504152423,0.209869097,0.069483451,0.015032011,0.374674877,0.023180342,0.159393221,0.267300743,0.471402963,0.358473095,0.12059267,0.171077112,0.346633402,0.477806541,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2852","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.625,65.375,"SSP1-2.6","SST",0.002415309,0,0.078237986,0.515556992,0.966495335,0.205094997,0.504152423,0.205708722,0.069483451,0.015032011,0.377116597,0.011373861,0.149052572,0.247021829,0.470362869,0.359489462,0.11825148,0.17461057,0.34586138,0.481918562,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2853","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.375,65.375,"SSP1-2.6","SST",0.002161019,0,0.078237986,0.474968547,0.966495335,0.205094997,0.504152423,0.19687116,0.069483451,0.015032011,0.35208841,0.004172674,0.138841888,0.227018864,0.468153479,0.361678675,0.110194137,0.163774825,0.342349041,0.478952583,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2854","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.125,65.375,"SSP1-2.6","SST",0.001909745,0,0.078237986,0.464739845,0.966495335,0.205094997,0.504152423,0.179743287,0.069483451,0.015032011,0.330092967,0.00124094,0.136221894,0.222022773,0.46387151,0.366036151,0.103962342,0.153605711,0.341711207,0.473919182,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2855","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.375,65.375,"SSP1-2.6","SST",0.001152159,0,0.965605416,0.48605457,0.966495335,0.205094997,0.504152423,0.152182232,0.069483451,0.015032011,0.369118049,0.006356932,0.363203036,0.462233134,0.456981247,0.373353652,0.114997611,0.171701926,0.401375893,0.427302675,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2856","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.125,65.375,"SSP1-2.6","SST",0.001130622,0,0.498731193,0.516571027,0.966495335,0.205094997,0.504152423,0.152109049,0.069483451,0.015032011,0.347624967,0.001650719,0.254108211,0.292857062,0.456962951,0.373373568,0.108447787,0.162127587,0.365253223,0.414958371,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
"2857","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.875,65.375,"SSP1-2.6","SST",0.001119843,0,0.252668997,0.603649866,0.966495335,0.205094997,0.504152423,0.152214102,0.069483451,0.015032011,0.326406017,0.028663121,0.214359677,0.285444539,0.456989214,0.373344979,0.10989615,0.146182213,0.351760163,0.407067779,"Low","Low","Moderate","High","Low","High","High","Critical","Low","Low","Moderate","Low","Low","High","Low","Moderate"
"2858","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.625,65.375,"SSP1-2.6","SST",0.001158782,0,0.327542983,0.641722552,0.966495335,0.205094997,0.504152423,0.152587093,0.069483451,0.015032011,0.299881896,0.004000276,0.242606079,0.307496744,0.457082462,0.373243517,0.097099409,0.138185726,0.35931536,0.414792797,"Low","Low","Moderate","High","Low","High","High","Critical","Low","Low","Moderate","Low","Moderate","High","Low","Moderate"
